,title,org,desc,disabilities,homeless_housing,crisis_support,health_med,child_youth,arts_culture,edu_lit,women,advocacy,seniors,animals
545,Share your skills with girls in your community!,Girl Scouts of Greater Chicago and Northwest...,"Every week Girl Scouts participate in a wide variety of programs, events and activities offered by our council. These can vary on any...",False,False,False,False,True,False,False,True,False,False,False
546,Nonprofit Management Assistant,"All Stars Project, Inc.","The All Stars Project (ASP) is a nationally-recognized, independently funded non-profit that was founded 37 years ago. Our mission is to...",False,False,False,False,True,True,False,False,False,False,False
547,Inner City Youth Talent Show Staff,"All Stars Project, Inc.","The All Stars Project (ASP) is a nationally-recognized, independently funded non-profit that was founded 37 years ago. Our mission is to...",False,False,False,False,True,True,False,False,False,False,False
548,Community Outreach Organizer,"All Stars Project, Inc.","The All Stars Project (ASP) is a nationally-recognized, independently funded non-profit that was founded 37 years ago. Our mission is to...",False,False,False,False,True,True,False,False,False,False,False
549,Girl Scout STEAM Advisory Group,Girl Scouts of Greater Chicago and Northwest...,"Are you passionate about STEAM and connecting girls to Science, Technology, Engineering, Art, and Mathematics from an early age? Then...",False,False,False,False,True,True,False,False,False,False,False
550,Judge Student Debaters. No Experience Needed!,Chicago Debates,"Academic Debate is life changing for the debaters, but you can benefit too! Why Judge Debate? Empower a young person Serve as a...",False,False,False,False,True,False,True,False,True,False,False
551,Judge Student Debaters. No Experience Needed!,Chicago Debates,"Academic Debate is life changing for the debaters, but you can benefit too! Why Judge Debate? Empower a young person Serve as a...",False,False,False,False,True,False,True,False,True,False,False
552,Judge Student Debaters. No Experience Needed!,Chicago Debates,"Academic Debate is life changing for the debaters, but you can benefit too! Why Judge Debate? Empower a young person Serve as a...",False,False,False,False,True,False,True,False,True,False,False
553,Judge Student Debaters. No Experience Needed!,Chicago Debates,"Academic Debate is life changing for the debaters, but you can benefit too! Why Judge Debate? Empower a young person Serve as a...",False,False,False,False,True,False,True,False,True,False,False
554,Holiday Card Help to Combat Childhood Hunger,"Blessings in a Backpack, Inc.",Most people can’t wait for the weekend. Kids at risk of hunger can’t wait for it to be over. There are more than 13 million...,False,False,False,False,True,False,False,False,False,False,False
555,Development School for Youth Support Staff,"All Stars Project, Inc.","The All Stars Project (ASP) is a nationally-recognized, independently funded non-profit that was founded 37 years ago. Our mission is to...",False,False,False,False,True,False,False,False,False,False,False
556,Join WGIRLS Chicago!,WGIRLS INC,Are you interested in meeting a group of dynamic young women in Chicago? The WGIRLS Chicago Chapter is accepting new members! Come find...,False,False,False,False,True,False,False,True,False,False,False
557,2019 Grant Park Turkey Trot,Playworks Illinois,Volunteer at Grant Park's Turkey Trot 5k and Kids Dash and help us bring the power of play to Illinois! Your support will benefit the...,False,False,False,False,True,False,False,False,False,False,False
558,Begin a Shoes That Fit Volunteer Chapter in your Community- Help Chicago kids in need...,Shoes That Fit,"Many children in the Chicago area lack proper shoes for school. Their shoes are too small, too big, or so worn they have to stuff...",False,False,False,False,True,False,True,False,False,False,False
559,Help us Defend Potential : Become a Big!,Big Brothers Big Sisters of Metropolitan Chicago,"Become a Big! Big Brothers Big Sisters is a one-to-one mentoring program for children 7-14. Each volunteer, or 'Big', is matched with a...",False,False,False,False,True,False,True,False,False,False,False
560,US99 Country Cares St. Jude Radiothon,ALSAC/St. Jude Children's Research Hospital,US99 Country Cares Radiothon We need your help for the US99 Country Cares for St. Jude Kids Radiothon. With the help and support of our...,False,False,False,False,True,True,False,False,False,False,False
561,Chicago National Office 2019 Volunteers,Muscular Dystrophy Association,"Be involved behind the scenes at MDA, working closely with dedicated MDA staff to advance the mission of driving innovations in science...",False,False,False,False,True,False,False,False,True,False,False
562,Community Outreach Coordinator/ SouthSide Chicago,In Her Shoes Foundation,The Community Outreach Coordinator is an experienced professional responsible for cultivating strategic partnerships through community...,False,False,False,False,True,False,False,True,False,False,False
563,Newsletter Editor Empowering Women & Girls,In Her Shoes Foundation,"Newsletter Editor Duties Build content that will help elevate and expand the organization Work with the Executive Committee as the tenor,...",False,False,False,False,True,False,False,True,False,False,False
564,Branding & Content Leader Empowering Women + Girls,In Her Shoes Foundation,Branding & Content Leader Duties Be engaged throughout the organization to understand IHSF inner workings Be a brand steward and help...,False,False,False,False,True,False,False,True,False,False,False
565,Start Early: Read with Kindergarten students in Chicago Public Schools!,Working In The Schools (WITS),WITS Kindergarten (WITSK) develops trusting and fun relationships between adults and students with the intention of developing the...,False,False,False,False,True,False,True,False,False,False,False
566,Build Community in Chicago Public Schools: Become a Classroom Reading Tutor!,Working In The Schools (WITS),The Classroom Reading Tutor (CRT) program builds relationships between a volunteer and a Rochelle Lee Teacher Awardee that influences the...,False,False,False,False,True,False,True,False,False,False,False
567,Sponsorship and Prize Coordinator,Advocates for Adolescent Mothers,We are seeking a dependable sales oriented professional to solicit and maintain sponsorship and prizes for our 10 Year Celebration. The...,False,False,False,False,True,False,False,True,False,False,False
568,Join KID's Young Professionals Board!,Kids In Danger,The KID Young Professionals Board consists of a group of young professionals emerging in their careers around the Chicagoland area. Our...,False,False,False,False,True,False,False,False,True,False,False
569,Auxiliary Board,The Big Shoulders Fund,Eight years ago we formed our Auxiliary Board to engage active and altruistic young professionals. The group has a growing membership of...,False,False,False,False,True,False,True,False,False,False,False
570,Big Shoulders Catholic Elementary School Mentors,The Big Shoulders Fund,To work with a group of middle school students in one of eight Catholic elementary schools---first come-first pick. To encourage them...,False,False,False,False,True,False,True,False,False,False,False
571,K-12 Tutors Needed,Horizons for Youth,Horizons for Youth is a Chicago community committed to helping children in low-income families recognize and achieve their full potential...,False,False,False,False,True,False,True,False,False,False,False
572,K-12 Mentors Needed,Horizons for Youth,Horizons for Youth is a Chicago community committed to helping children in low-income families recognize and achieve their full potential...,False,False,False,False,True,False,True,False,False,False,False
573,Music Teachers for Underprivileged Children,MUSICLINK FOUNDATION,"MusicLink is in need of experienced music teachers and related volunteers in Illinois. With MusicLink, students (children under 18 years...",False,False,False,False,True,True,True,False,False,False,False
574,Grant Writer empowering women and girls,In Her Shoes Foundation,"POSITION DESCRIPTION Grant Writer Responsibilities include: -Responsible for conducting all activities required preparing, submitting,...",False,False,False,False,True,False,False,True,False,False,False
575,"Intern various locations Chicago, Barrington, Park Ridge, Lake Forest",In Her Shoes Foundation,Various Project opportunities to work on site and some remote. Please email us if you are interested inhershoesfoundation@gmail.com,False,False,False,False,True,False,False,True,False,False,False
576,Join KID's 2019-2020 Intern Team for hands-on nonprofit experience,Kids In Danger,KID is looking for motivated volunteers to help fulfill the organization’s mission during the 2019-2020 school year. Because we are...,False,False,False,False,True,False,False,False,False,False,False
577,Volunteer with Kids In Danger!,Kids In Danger,Kids In Danger (KID) is a nonprofit organization founded by Chicago parents in 1998 after the death of their son Danny. We are a small...,False,False,False,False,True,False,False,False,False,False,False
578,Help us raise $ for children's safety,Kids In Danger,The volunteer will work with KID's staff to assist with general development efforts which may include: helping with upcoming fundraising...,False,False,False,False,True,False,False,False,True,False,False
579,Empower Young Girls Program Mentor,In Her Shoes Foundation,JOB DESCRIPTION Facilitator for Teen Girls Program/ Youth Coordinator The purpose of IHSF (In Her Shoes Foundation) is to bring women of...,False,False,False,False,True,False,True,False,False,False,False
580,Mentor Girls (Chicago & Suburbs),In Her Shoes Foundation,Group Mentor for Teen Girl Program/ Youth Coordinator (Chicago & Suburbs) The purpose of IHSF (In Her Shoes Foundation) is to empower...,False,False,False,False,True,False,False,True,False,False,False
581,Public Relations Coordinator,In Her Shoes Foundation,VOLUNTEER DESCRIPTION POSITION DESCRIPTION Public Relations Coordinator In Her Shoes Foundation is a 501(c)3 organization that is...,False,False,False,False,True,False,False,True,False,False,False
582,Brand Ambassador Empowering women + girls,In Her Shoes Foundation,In Her Shoes Foundation is looking for enthusiastic ambassadors to help spread the word about our organization across the city of Chicago...,False,False,False,False,True,False,False,True,False,False,False
583,Social Media Representative,In Her Shoes Foundation,POSITION DESCRIPTION IHSF Social Media Representative Responsibilities include: -Increase In Her Shoes Foundation awareness on key social...,False,False,False,False,True,False,False,True,False,False,False
584,Board of Directors President and Vice President,In Her Shoes Foundation,Board of Directors In Her Shoes Foundation Board Development Committee is seeking qualified candidates to join the Board of Directors for...,False,False,False,False,True,False,False,True,False,False,False
585,Finance Coordinator,In Her Shoes Foundation,Financial Coordinator The Financial Coordinator will be responsible for executing daily financial activities that are in compliance with...,False,False,False,False,True,False,False,True,False,False,False
586,Newsletter Editor,In Her Shoes Foundation,NEWSLETTER EDITOR VOLUNTEER POSITION DESCRIPTION In Her Shoes Foundation is a 501(c)3 organization that is dedicated to making a positive...,False,False,False,False,True,False,False,True,False,False,False
587,Human Resources Director,In Her Shoes Foundation,HR Committee Chair Reporting to: Executive Director Responsibilities include: Actively recruit for positions within the organization Help...,False,False,False,False,True,False,False,True,False,False,False
588,Webinar Development and Management,In Her Shoes Foundation,Webinar Development and Manager is responsible for developing and executing a clearly defined webinar program strategy in a manner that...,False,False,False,False,True,False,False,True,False,False,False
589,CRM Specialist,In Her Shoes Foundation,In Her Shoes Foundation seeks dedicated and experienced individual who is able to commit and willing to dedicate time to our growing...,False,False,False,False,True,False,False,True,False,False,False
590,Curriculum Developer,In Her Shoes Foundation,"Curriculum Developer The curriculum developer, also known as an instructional coordinator, is an educational professional who focuses on...",False,False,False,False,True,False,True,True,False,False,False
591,Annual Gala Event Planner,In Her Shoes Foundation,Gala Volunteer Event Planner Duties: 1. Attend all committee meetings and phone calls as needed. 2. Keep a file of all pertinent...,False,False,False,False,True,False,False,True,False,False,False
592,Program Manager for Ready Set Girls Academy,In Her Shoes Foundation,In Her Shoes Foundation is excited to offer a new and unique mentor program called Ready Set Girls Academy. The goal of this program is...,False,False,False,False,True,False,False,True,False,False,False
593,Intern Coordinator,In Her Shoes Foundation,"Intern Coordinator Responsibilities include: Mentor new interns in the organization Conduct meetings to assess progress, encourage...",False,False,False,False,True,False,False,True,False,False,False
594,Membership Coordinator,In Her Shoes Foundation,Membership Coordinator Position Summary: Membership Coordinator is expected to oversee and manage IHSF’s membership activities...,False,False,False,False,True,False,True,True,False,False,False
595,Associate Board Volunteer,In Her Shoes Foundation,What is the In Her Shoes Foundation Associate Board? The Associate Board is an auxiliary board of In Her Shoes Foundation comprised of...,False,False,False,False,True,False,False,True,False,False,False
596,Community Outreach Liaison,In Her Shoes Foundation,Community Outreach Liaison: Reaching out to Chicagoland middle schools and high schools and either 1) signing up schools for the RSGA...,False,False,False,False,True,False,True,False,False,False,False
597,Group Mentor Lead,In Her Shoes Foundation,"Group Mentor Lead: Communicating with site coordinators (at sites or schools) about logistics of RSGA implementation (when, where,...",False,False,False,False,True,False,False,True,False,False,False
598,Youth Leader - Chicago Metro South,AWOFINC,AWOFINC Youth Leaders Must................ Be affiliated with AWOFINC or any affiliate program Be between the ages of 13 and 19 years of...,False,False,False,False,True,False,False,False,False,False,False
599,Volunteer with The Kids,The Honeycomb Project,We’re so glad you found us! We host a variety of projects each month to make it easy for your and your kids to get out of the house...,False,False,False,False,True,False,False,False,False,False,False
600,Volunteer with The Kids,The Honeycomb Project,We’re so glad you found us! We host a variety of projects each month to make it easy for your and your kids to get out of the house...,False,False,False,False,True,False,False,False,False,False,False
601,Volunteer with The Kids,The Honeycomb Project,We’re so glad you found us! We host a variety of projects each month to make it easy for your and your kids to get out of the house...,False,False,False,False,True,False,False,False,False,False,False
602,Volunteers needed to host foreign exchange students,Ayusa,Ayusa is seeking volunteers nationwide to help support our exchange students in the following ways: Host Families welcome 1 or 2 exchange...,False,False,False,False,True,False,False,False,False,False,False
603,Dog Team Volunteer - SitStayRead,SitStayRead,"This is a volunteer with their dog who volunteer in the classroom together as a team, having the students come and read with their dog...",False,False,False,False,True,False,True,False,False,False,True
604,Book Buddy Volunteer - SitStayRead,SitStayRead,"Our Book Buddy volunteers work with small groups of students on reading and writing activities, as dictated in the SitStayRead...",False,False,False,False,True,False,True,False,False,False,True
605,Looking for People Connectors and Bridge Builders,Aspect Foundation Student Exchange,Aspect Foundation is looking for People Connectors and Bridge Builders nationwide Do you enjoy working with youth and teens? Do you enjoy...,False,False,False,False,True,False,False,False,False,False,False
606,"Volunteer with Girl Scouts, and Be the Role Model She'll Always Remember",Girl Scouts of the USA,"As a Girl Scout volunteer, you’ll introduce girls to new experiences that show them they’re capable of more than they ever...",False,False,False,False,True,False,False,True,False,False,False
607,Chicago's Little Village and Pilsen neighborhoods need leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,Girls in Little Village and Pilsen neighborhoods need inspiring Girl Scout troop leaders - people like you! We are looking for people to...,False,False,False,False,True,False,False,True,False,False,False
608,Make a Difference in Girls Lives! Troop in Lincoln Park area looking for a leader!,Girl Scouts of Greater Chicago and Northwest...,Make a difference in girls lives! St. Ignatius girls are looking for a leader for their Ambassador troop (11th grade). Day and time is...,False,False,False,False,True,False,True,False,False,False,False
609,AMAZING Support Members Needed!,The Honeycomb Project,We're so glad you found us! We are looking for fun and enthusiastic people just like you to help run our weekend volunteer projects for...,False,False,False,False,True,False,True,False,False,False,False
610,After-School Volunteer in Wicker Park - Rowe Elementary,Junior Achievement of Chicago,Teach elementary school students about all things business with Junior Achievement! We are looking for volunteers to teach a 5-week after...,False,False,False,False,True,False,True,False,False,False,False
611,Mural Arts Internship,GREEN STAR MOVEMENT NFP,Apply on our website! https://greenstarmovement.org/internships Want to learn how to make large-scale mosaics? Curious how a design on...,False,False,False,False,True,True,False,False,False,False,False
612,Curriculum Developer,As One We Can Foundation dba The Black Ecosystem,"Hello, The Black Ecosystem (a subsidiary of As One We Can Foundation) is looking for a Curriculum Developer Volunteer who can make sure...",False,False,False,False,True,False,True,False,False,False,False
613,Fragrance Developer (Fragrance Chemist),As One We Can Foundation dba The Black Ecosystem,"Hello, we are looking for a Fragrance Developer Volunteer. Our youth organization teaches disadvantaged teens ages 16-19 how to develop a...",False,False,False,False,True,True,False,False,False,False,False
614,Product developer (Fragrance),As One We Can Foundation dba The Black Ecosystem,"Hello there, we are looking for a Product Developer Volunteer to create a perfume bottle! Our youth organization teaches disadvantaged...",False,False,False,False,True,True,True,False,False,False,False
615,Fundraising Volunteer,Desire to Aspire Mentoring Program,Desire to Aspire is looking for energetic and dedicated individuals interested in supporting the organization through fundraising....,False,False,False,False,True,False,False,True,False,False,False
616,Tutor in Logan Square,Tutoring Chicago,Looking to make a lasting impact on your community? Join our growing volunteer team in Logan Square and help a student develop the...,False,False,False,False,True,False,True,False,False,False,False
617,Be A Youth facilitator: The Service to Armed Forces Resiliency Team NEEDS you!,American Red Cross - Chicago and Northern...,"The youth facilitator will provide re-connection Workshop courses to military, veterans and their families in various community-based...",False,False,False,False,True,False,False,False,True,False,False
618,Retail Sales Associate - Chicago Store,NORTH SHORE EXCHANGE,"If you are outgoing and enjoy helping others, join us in our beautiful city store and help customers shop for a cause. We are in need of...",False,False,False,False,True,False,False,True,False,False,False
619,Chicago kids need YOU: Be a mentor & a tutor... be the difference! Volunteer in the...,Midtown Educational Foundation - Metro for...,"Chicago low-income students need you! Students who attend Metro self-report growth in confidence, friendship, and leadership skills AND...",False,False,False,False,True,False,True,False,False,False,False
620,Non-profit seeking committee members for board,Community TV Network,"Seeking highly exceptional professionals motivated to help underserved kids from Chicago. For children and even some adults, one of the...",False,False,False,False,True,False,False,False,False,False,False
621,Field Experience Chaperone,GCE Lab School,The purpose of this position is to provide supervision support and guidance for students as they travel with their academic classes on...,False,False,False,False,True,False,True,False,False,False,False
622,St. Jude Univision Radiothon,ALSAC/St. Jude Children's Research Hospital,St. Jude Promesa y Esperanza Radiothon We are in need of bilingual volunteers for our Univision Chicago and St. Jude Promesa y Esperanza...,False,False,False,False,True,False,False,False,False,False,False
623,2019-20 Academic Decathlon Volunteer Recruitment,Chicago Public Schools Academic Decathlon,The Annual Academic Decathlon is a nationwide competition that promotes academic excellence through teamwork. Students of all achievement...,False,False,False,False,True,False,True,False,False,False,False
624,Crown Family PlayLab at The Field Museum,The Field Museum,"The Crown Family PlayLab starts with a child's innate curiosity, adds real artifacts and specimens, and encourages young explorers to...",False,False,False,False,True,True,True,False,False,False,False
625,Tutor in West Loop/Near West Side,Tutoring Chicago,Looking to make a lasting impact on your community? Join our growing volunteer team in the West Loop/Near West Side and help a student...,False,False,False,False,True,False,True,False,False,False,False
626,Inspire and Prepare Young People,Junior Achievement USA,Make an impact on the lives of kindergarten to 12th grade students across the USA by volunteering for JA! Volunteers can engage with...,False,False,False,False,True,False,True,False,False,False,False
627,Career Day at Phoenix Military Academy,Junior Achievement of Chicago,"At Junior Achievement, we believe that exposure to professional role models like you can help students set meaningful goals, make smarter...",False,False,False,False,True,False,True,False,False,False,False
628,Teach Work Readiness Workshops at Phoenix Military Academy!,Junior Achievement of Chicago,Please join our High School Seniors from Phoenix Military Academy at Robert Morris University to teach three Work Readiness workshops!...,False,False,False,False,True,False,True,False,False,False,False
629,Academic Tutor/Mentor for High School Students,HighSight,"HighSight is a nonprofit organization that provides scholaships, tutoring, mentoring, leadership development and college readiness...",False,False,False,False,True,False,True,False,False,False,False
630,Field Trip Experience Volunteers,The Field Museum,Want to Get Students Curious About the World? Become a Field Museum Field Trip Experience Volunteer! Engage with diverse groups of pre-K...,False,False,False,False,True,True,True,False,False,False,False
631,Field Trip Steward,The Field Museum,"Field Trip Stewards will welcome field trip groups to the Field Museum, helping with logistics and orienting school groups. Volunteers...",False,False,False,False,True,True,True,False,False,False,False
632,Secret Agent Supply Clerks Needed at 826CHI,826CHI,"Volunteers in the Secret Agent Supply welcome visitors, customers, and community members into our space and educate them about 826CHI's...",False,False,False,False,True,True,True,False,False,False,False
633,Instrument Maintenance,BANDWITH MUSIC LTD,"We need a few volunteers to help us with basic instrument maintenance. Guitars need to be strung and cleaned up, brass instruments need...",False,False,False,False,True,True,False,False,False,False,False
634,Volunteer After School Coach,Girls in the Game,Girls in the Game is seeking energetic and committed volunteers to support Girls in the Game After School. Brush up on your athletic...,False,False,False,False,True,False,False,True,False,False,False
635,Part-time Up2Us Coach,Girls in the Game,"About Girls in the Game At Girls in the Game every girl finds her voice, discovers her strength and leads with confidence through fun and...",False,False,False,False,True,False,False,True,False,False,False
636,Bond With a Youth--Become a Mentor!,Mercy Home for Boys and Girls,Here's a great way to work with kids and make new friends while having a fantastic experience! Mercy Home's Friends First mentoring...,False,False,False,False,True,False,False,False,False,False,False
637,Become a Tutor and Mentor to Chicago Youth!,"Chicago Lights Tutoring Program, Fourth...","Celebrating its 55th year of service, Tutoring provides academic support to children living in under-resourced neighborhoods on the near...",False,False,False,False,True,False,True,False,False,False,False
638,After-School Instructors,Project Education Plus,"Instructors are needed to cover the following areas: - Arts & Crafts - Tutoring (Math. Reading & Science) - Fine Arts (Art,...",False,False,False,False,True,False,True,False,False,False,False
639,Marketing and Development Committee,GREEN STAR MOVEMENT NFP,"BOARD OF DIRECTORS COMMITTEES We are looking for individuals to serve on the Governance, Program, or Marketing & Development...",False,False,False,False,True,True,False,False,False,False,False
640,Development and Communications Intern,Girls in the Game,"About Girls in the Game At Girls in the Game every girl finds her voice, discovers her strength and leads with confidence through fun and...",False,False,False,False,True,False,False,False,False,False,False
641,After School Homework Tutor (Grades 9-12),Project: VISION,"Project: VISION (www.projectvisionchicago.org) is a small grassroots nonprofit organization serving youth in Chicago's Chinatown,...",False,False,False,False,True,False,True,False,False,False,False
642,After School Homework Tutor (Grades 6-8),Project: VISION,"Project: VISION (www.projectvisionchicago.org) is a small grassroots nonprofit organization serving youth in Chicago's Chinatown,...",False,False,False,False,True,False,True,False,False,False,False
643,After School ESL Tutor (grades 6-12),Project: VISION,We are seeking tutors for our After School Homework Tutoring Program. Tutors will assist English Language Learners (ESL or ELL) students...,False,False,False,False,True,False,True,False,False,False,False
644,Facilities coordinator for STEM conference,EYH Chicago,About the position: we're looking for University of Illinois at Chicago (UIC) students to coordinate with the UIC building staff to book...,False,False,False,False,True,False,True,True,False,False,False
645,Family Literacy Program Volunteers,Association House of Chicago,The Family Literacy Program provides on-site childcare for the children of the parents who attend Association House High School. We also...,False,False,False,False,True,False,True,False,False,False,False
646,Tutoring Incarcerated youth at Illinois Youth Center Chicago,Literacy Volunteers of Illinois,Literacy Volunteers of Illinois' Jump Start program began as an initiative to invite members from the community to tutor incarcerated...,False,False,False,False,True,False,True,False,False,False,False
647,Tutor incarcerated youth through AmeriCorps at IYC Chicago,Literacy Volunteers of Illinois,Tutor incarcerated youth at the Illinois Youth Center in Chicago through the VOCAL AmeriCorps Program of Literacy Volunteers of Illinois...,False,False,False,False,True,False,True,False,False,False,False
648,Auxiliary Board,Association House of Chicago,Join our Auxiliary Board to make a big impact in Chicago! The Association House of Chicago’s young professionals’ board...,False,False,False,False,True,False,False,False,False,False,False
649,EYH Chicago Organizing Committee member,EYH Chicago,"EYH Chicago is a one-day conference held each year to encourage young women to pursue science, technology, engineering and mathematics...",False,False,False,False,True,False,False,True,False,False,False
650,Host an Exchange Student! - Join Greenheart's Global Family,Greenheart Exchange,Bring the world to your community as a host family with Greenheart Exchange! Families who host exchange students often experience a...,False,False,False,False,True,False,False,False,False,False,False
651,Join the Global Glimpse Chicago Regional Leadership Council!,GLOBAL GLIMPSE,Global Glimpse is looking for highly motivated and passionate career professionals to join our Regional Leadership Council (RLC) in...,False,False,False,False,True,False,False,False,False,False,False
652,Golf Classic Committee,The Big Shoulders Fund,Every year the Big Shoulders Fund holds its annual Golf Classic. This year the 14 th Annual Golf Classic is being held at Olympia Fields...,False,False,False,False,True,False,True,False,False,False,False
653,Director of Marketing and Communications,MINDS MATTER,Management Team: Director of Marketing & Communications (Marcom) The Director of Marketing & Communications primary goal is to...,False,False,False,False,True,False,True,False,False,False,False
654,Alain Locke Charter School Associate Board,Alain Locke Charter School,"The mission of the Alain Locke Charter School is to serve as a demonstration for urban schools exemplifying excellence in academics, the...",False,False,False,False,True,False,True,False,False,False,False
655,Associate Board Member,Project: VISION,"Project: VISION ( www.projectvisionchicago.org) is a small grassroots nonprofit organization serving youth ages 12-18, who are primarily...",False,False,False,False,True,False,True,False,False,False,False
656,Board Member for Youth Organization,Project: VISION,"Project: VISION ( www.projectvisionchicago.org) is a small grassroots nonprofit organization serving youth ages 12-18, who are primarily...",False,False,False,False,True,False,True,False,False,False,False
657,After School Tutor/Mentor,Casa Central,"Looking for the opportunity to support school age children, 6- 17 years old? With the new the school year approaching we are seeking...",False,False,False,False,True,False,True,False,False,False,False
658,Associate Board Members Wanted!,Changing Worlds,Changing Worlds seeks new Associate Board members to support the educational arts organization through various fundraising strategies....,False,False,False,False,True,True,False,False,False,False,False
659,Community Organization Seeks Treasurer,The Paint the World Project,"The treasurer of a board keeps the organization’s financial records, unless the organization has a professional accountant or...",False,False,False,False,True,True,False,False,False,False,False
660,Activities Coordinator,Vietnamese Association of Illinois,The Activities Coordinator volunteer will plan an activity for the day that will encourage our youth to get active and use their pent-up...,False,False,False,False,True,False,False,False,False,False,False
661,Youth Mentor,Vietnamese Association of Illinois,Our volunteer mentors will lead workshops/programs that engage our youth in relevant topics they encounter in their daily lives; this can...,False,False,False,False,True,False,False,False,False,False,False
662,Girls Inc. of Chicago Ambassadors,GIRLS INC OF CHICAGO,Girls Inc. of Chicago welcomes ambassadors to the program that are willing to help in the classroom as a Program Aide. The Program Aide...,False,False,False,False,True,False,True,False,False,False,False
663,Tutor (K-8),Vietnamese Association of Illinois,VAI is looking for tutors for our youth program! Our program runs after school each day. Volunteers will assist students in grades K-8...,False,False,False,False,True,False,True,False,False,False,False
664,Chicago's Little Village and Pilsen neighborhoods need leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,Girls in Little Village and Pilsen need inspiring Girl Scout troop leaders - people like you! We are looking for people to share their...,False,False,False,False,True,False,False,True,False,False,False
665,Chicago Midway area needs leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,Girls in Chicago Midway area need inspiring Girl Scout troop leaders - people like you! We are looking for people to share their time and...,False,False,False,False,True,False,False,True,False,False,False
666,Chicago needs leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,"Girls in Gage Park, Brighton Park, Back of the Yards, and McKinley Park need inspiring Girl Scout troop leaders - people like you! We are...",False,False,False,False,True,False,False,True,False,False,False
667,Have fun while doing good: mentor a refugee young adult! 19-24,Heartland Alliance Refugee and Immigrant...,"What? Build a relationship and meet regularly with a refugee young adult aged 19-24. Assist with adapting to the United States, goal...",False,False,False,False,True,False,False,False,True,False,False
668,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
669,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
670,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
671,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
672,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
673,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
674,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
675,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
676,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
677,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
678,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
679,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
680,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
681,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
682,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
683,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
684,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
685,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
686,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
687,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
688,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
